created_at,final_val_acc,trail_nb,val_acc
2018-01-04 18:36:58.846516,,92.0,0.8913043478260869
2018-01-04 18:36:59.055988,,93.0,0.7707317073170732
2018-01-04 18:36:59.345690,,94.0,0.861671469740634
2018-01-04 18:36:59.586116,,95.0,0.8263821532492726
2018-01-04 18:36:59.884234,,96.0,0.9184491978609626
2018-01-04 18:37:00.128584,,97.0,0.9496336996336996
2018-01-04 18:37:00.349840,,98.0,0.8082788671023965
2018-01-04 18:37:00.549933,,99.0,0.8956896551724138
2018-01-04 18:37:00.755207,,100.0,0.8543307086614174
2018-01-04 18:37:01.096383,,101.0,0.6937984496124031
2018-01-04 18:37:01.330697,,102.0,0.921793534932221
2018-01-04 18:37:01.539014,,103.0,0.8531684698608965
2018-01-04 18:37:01.747615,,104.0,0.6097946287519748
2018-01-04 18:37:01.956785,,105.0,0.7200704225352113
2018-01-04 18:37:02.159593,,106.0,0.7912408759124088
2018-01-04 18:37:02.377932,,107.0,0.8475811795891319
2018-01-04 18:37:02.575612,,108.0,0.818242343541944
2018-01-04 18:37:02.775998,,109.0,0.8712715855572999
2018-01-04 18:37:02.996975,,110.0,0.7106666666666667
2018-01-04 18:37:03.324727,,111.0,0.8317535545023697
2018-01-04 18:37:03.525910,,112.0,0.7104276069017255
2018-01-04 18:37:03.751762,,113.0,0.12264150943396226
2018-01-04 18:37:03.995103,,114.0,0.7997054491899853
2018-01-04 18:37:04.201139,,115.0,0.7743119266055046
2018-01-04 18:37:04.397585,,116.0,0.9235936188077246
2018-01-04 18:37:04.605754,,117.0,0.7639639639639639
2018-01-04 18:37:04.869632,,118.0,0.9120403749098774
2018-01-04 18:37:05.073206,,119.0,0.6075949367088608
2018-01-04 18:37:05.316580,,120.0,0.24150485436893204
2018-01-04 18:37:05.544099,,121.0,0.7462311557788944
2018-01-04 18:37:05.734332,,122.0,0.6940700808625337
2018-01-04 18:37:05.951893,,123.0,0.11374407582938388
2018-01-04 18:37:06.153618,,124.0,0.6797853309481217
2018-01-04 18:37:06.349657,,125.0,0.7909270216962525
2018-01-04 18:37:06.574543,,126.0,0.9250985545335085
2018-01-04 18:37:06.810452,,127.0,0.8225255972696246
2018-01-04 18:37:07.027477,,128.0,0.1600831600831601
2018-01-04 18:37:07.241745,,129.0,0.5665529010238908
2018-01-04 18:37:07.450108,,130.0,0.2418216805644644
2018-01-04 18:37:07.644893,,131.0,0.8117647058823529
2018-01-04 18:37:07.883767,,132.0,0.8797169811320755
2018-01-04 18:37:08.087624,,133.0,0.15289648622981955
2018-01-04 18:37:08.330881,,134.0,0.809462915601023
2018-01-04 18:37:08.549355,,135.0,0.1285878300803674
2018-01-04 18:37:08.756462,,136.0,0.7958435207823961
2018-01-04 18:37:09.054511,,137.0,0.08559919436052367
2018-01-04 18:37:09.301029,,138.0,0.12019566736547868
2018-01-04 18:37:09.510059,,139.0,0.2851373182552504
2018-01-04 18:37:09.748579,,140.0,0.8485687903970452
2018-01-04 18:37:09.958220,,141.0,0.9417249417249417
2018-01-04 18:37:10.197168,,142.0,0.9051546391752577
2018-01-04 18:37:10.411151,,143.0,0.8262195121951219
2018-01-04 18:37:10.638741,,144.0,0.7593984962406015
2018-01-04 18:37:10.836319,,145.0,0.8160535117056856
2018-01-04 18:37:11.028273,,146.0,0.6373902132998746
2018-01-04 18:37:11.233502,,147.0,0.6886075949367089
2018-01-04 18:37:11.443325,,148.0,0.9131403118040089
2018-01-04 18:37:11.672886,,149.0,0.9287622439893143
2018-01-04 18:37:11.878776,,150.0,0.8055009823182712
2018-01-04 18:37:12.100992,,151.0,0.9104247104247104
2018-01-04 18:37:12.372629,,152.0,0.8256410256410256
2018-01-04 18:37:12.584768,,153.0,0.8387533875338753
2018-01-04 18:37:12.800285,,154.0,0.6945652173913044
2018-01-04 18:37:13.006702,,155.0,0.47
2018-01-04 18:37:13.224005,,156.0,0.838974358974359
2018-01-04 18:37:13.439752,,157.0,0.9460370994940978
2018-01-04 18:37:13.638660,,158.0,0.3108910891089109
2018-01-04 18:37:13.897165,,159.0,0.7960912052117264
2018-01-04 18:37:14.153357,,160.0,0.7769347496206374
2018-01-04 18:37:14.353319,,161.0,0.9005736137667304
2018-01-04 18:37:14.555210,,162.0,0.29339477726574503
2018-01-04 18:37:14.762591,,163.0,0.9267697314890154
2018-01-04 18:37:14.981282,,164.0,0.8288393903868698
2018-01-04 18:37:15.189780,,165.0,0.7517337031900139
2018-01-04 18:37:15.387699,,166.0,0.7507788161993769
2018-01-04 18:37:15.584636,,167.0,0.8594224924012158
2018-01-04 18:37:15.803159,,168.0,0.727024567788899
2018-01-04 18:37:16.062009,,169.0,0.8726495726495727
2018-01-04 18:37:16.289712,,170.0,0.272655634357762
2018-01-04 18:37:16.524841,,171.0,0.27483443708609273
2018-01-04 18:37:16.750879,,172.0,0.7330754352030948
2018-01-04 18:37:16.962173,,173.0,0.8192154633314384
2018-01-04 18:37:17.257085,,174.0,0.8124223602484472
2018-01-04 18:37:17.484724,,175.0,0.2
2018-01-04 18:37:17.748019,,176.0,0.8665207877461707
2018-01-04 18:37:17.971012,,177.0,0.7987654320987654
2018-01-04 18:37:18.162207,,178.0,0.1907744874715262
2018-01-04 18:37:18.373436,,179.0,0.6026200873362445
2018-01-04 18:37:18.625057,,180.0,0.6659528907922913
2018-01-04 18:37:18.849580,,181.0,0.6305343511450382
2018-01-04 18:37:19.057860,,182.0,0.11468381564844587
2018-01-04 18:37:19.266132,,183.0,0.5584795321637427
2018-01-04 18:37:19.485808,,184.0,0.7354443309499489
2018-01-04 18:37:19.710516,,185.0,0.7558139534883721
2018-01-04 18:37:19.931377,,186.0,0.7803247373447947
2018-01-04 18:37:20.179425,,187.0,0.9065716547901821
2018-01-04 18:37:20.437773,,188.0,0.7872784150156413
2018-01-04 18:37:20.643072,,189.0,0.2416555407209613
2018-01-04 18:37:20.913724,,190.0,0.8585189644792294
2018-01-04 18:37:21.170390,,191.0,0.1010194624652456
2018-01-04 18:37:21.375497,,192.0,0.8941532258064516
2018-01-04 18:37:21.584759,,193.0,0.7986463620981388
2018-01-04 18:37:21.797313,,194.0,0.8191808191808192
2018-01-04 18:37:22.050990,,195.0,0.8790170132325141
2018-01-04 18:37:22.276895,,196.0,0.6985815602836879
2018-01-04 18:37:22.621191,,197.0,0.9433701657458563
2018-01-04 18:37:22.837182,,198.0,0.36495388669301715
2018-01-04 18:37:23.107160,,199.0,0.9048239895697523
2018-01-04 18:37:23.107222,0.6929602265470979,,
