indoors,created_at,session_id,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
1,2016-11-30T13:44:44.925Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,-1,-1,,0-2,walking,,,231.2171783447266,368.9363403320312,-822.4288330078125,930.5721853472098
1,2016-11-30T13:44:46.319Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,-0.01165771484375,100.3172073364258,butler library,0-2,walking,new york,united states,228.8179931640625,372.3252258300781,-831.0040283203125,938.9097096471174
1,2016-11-30T13:44:47.478Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,0,100.3170700073242,butler library,0-2,walking,new york,united states,230.4714508056641,374.1177978515625,-829.4219360351562,938.6277027033013
1,2016-11-30T13:44:47.923Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,0,100.3170700073242,butler library,0-2,walking,new york,united states,230.4714508056641,374.1177978515625,-829.4219360351562,938.6277027033013
1,2016-11-30T13:44:48.923Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,0.01267242431640625,100.3169250488281,butler library,0-2,walking,new york,united states,230.8513336181641,378.16748046875,-831.8294067382812,942.4665211199432
1,2016-11-30T13:44:50.974Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,-0.05017852783203125,100.3176727294922,butler library,0-2,walking,new york,united states,227.6228179931641,376.1558837890625,-832.8219604492188,941.7525226866982
1,2016-11-30T13:44:51.923Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,-0.0902099609375,100.3181457519531,butler library,0-2,walking,new york,united states,224.4685821533203,373.4687194824219,-833.21240234375,940.2701400263676
1,2016-11-30T13:44:52.923Z,2016-11-30T13:44:43.913Z,-101,40.8067663477939,-73.9627038051909,10,65,-1,-1,-0.1013641357421875,100.3182830810547,butler library,0-2,walking,new york,united states,215.7677307128906,373.6546630859375,-835.5237426757812,940.358147429904
1,2016-11-30T13:44:53.923Z,2016-11-30T13:44:43.913Z,-101,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.1261978149414062,100.3185806274414,butler library,0-2,walking,new york,united states,210.7418823242188,372.3987426757812,-833.455810546875,936.8786221525208
1,2016-11-30T13:44:54.923Z,2016-11-30T13:44:43.913Z,-101,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.1348114013671875,100.3186798095703,butler library,0-2,walking,new york,united states,201.8255004882812,371.4493408203125,-813.3407592773438,916.6413345169614
1,2016-11-30T13:44:55.923Z,2016-11-30T13:44:43.913Z,-101,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.1388702392578125,100.3187255859375,butler library,0-2,walking,new york,united states,196.44287109375,387.0018615722656,-825.2673950195312,932.4304348026601
1,2016-11-30T13:44:56.923Z,2016-11-30T13:44:43.913Z,-101,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.1854934692382812,100.3192825317383,butler library,0-2,walking,new york,united states,215.1574554443359,361.3489379882812,-819.147216796875,920.7974524316445
1,2016-11-30T13:44:57.923Z,2016-11-30T13:44:43.913Z,-112,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.231109619140625,100.3198318481445,butler library,0-2,walking,new york,united states,213.9672393798828,373.8877258300781,-837.1869506835938,941.5179241252551
1,2016-11-30T13:44:58.923Z,2016-11-30T13:44:43.913Z,-112,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.2442855834960938,100.3199844360352,butler library,0-2,walking,new york,united states,214.369140625,393.7640380859375,-843.0087280273438,954.8130506399275
1,2016-11-30T13:44:59.923Z,2016-11-30T13:44:43.913Z,-112,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.2442855834960938,100.3199844360352,butler library,0-2,walking,new york,united states,197.419677734375,390.3010864257812,-831.5687255859375,939.5828928809367
1,2016-11-30T13:45:00.923Z,2016-11-30T13:44:43.913Z,-112,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.2822952270507812,100.3204345703125,butler library,0-2,walking,new york,united states,204.8657379150391,403.8455505371094,-830.0504760742188,945.5395243410672
1,2016-11-30T13:45:01.923Z,2016-11-30T13:44:43.913Z,-119,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.4095077514648438,100.3219528198242,butler library,0-2,walking,new york,united states,212.3077239990234,412.812255859375,-822.9708862304688,944.864862210631
1,2016-11-30T13:45:02.923Z,2016-11-30T13:44:43.913Z,-119,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.5716781616210938,100.3238830566406,butler library,0-2,walking,new york,united states,219.7253265380859,409.9356384277344,-829.13671875,950.6808850265894
1,2016-11-30T13:45:03.923Z,2016-11-30T13:44:43.913Z,-119,40.80672952312704,-73.96247509815542,10,65,-1,-1,-0.6527633666992188,100.3248519897461,butler library,0-2,walking,new york,united states,218.5248870849609,409.4151306152344,-828.4688110351562,949.5969915233461
