indoors,created_at,session_id,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
1,2016-11-30T09:48:06.079Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,-1,-1,low memorial library,0-2,walking,new york,united states,229.5515441894531,359.118896484375,-824.2159423828125,927.8966606955246
1,2016-11-30T09:48:07.078Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0,100.6445388793945,low memorial library,0-2,walking,new york,united states,205.0309448242188,363.7946166992188,-829.4992065429688,928.683554893839
1,2016-11-30T09:48:08.078Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.0394287109375,100.6440658569336,low memorial library,0-2,walking,new york,united states,208.3298492431641,361.8295593261719,-825.7962036132812,925.3438960678128
1,2016-11-30T09:48:09.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.078857421875,100.6435928344727,low memorial library,0-2,walking,new york,united states,204.8827514648438,364.0187377929688,-826.5758056640625,926.12857952953
1,2016-11-30T09:48:10.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.1172752380371094,100.6431350708008,low memorial library,0-2,walking,new york,united states,198.0621490478516,367.1212768554688,-827.0813598632812,926.3207989885241
1,2016-11-30T09:48:11.079Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.20977783203125,100.6420288085938,low memorial library,0-2,walking,new york,united states,195.9641265869141,367.578369140625,-824.47216796875,923.7262322377471
1,2016-11-30T09:48:12.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.2153396606445312,100.641960144043,low memorial library,0-2,walking,new york,united states,193.04150390625,368.5641784667969,-822.6951293945312,921.917486442673
1,2016-11-30T09:48:13.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.3108787536621094,100.6408233642578,low memorial library,0-2,walking,new york,united states,202.1776123046875,360.3541870117188,-825.8355712890625,923.4366885826194
1,2016-11-30T09:48:14.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.3108787536621094,100.6408233642578,low memorial library,0-2,walking,new york,united states,202.7766418457031,359.7518920898438,-825.9799194335938,923.462298985708
1,2016-11-30T09:48:15.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.3700218200683594,100.6401138305664,low memorial library,0-2,walking,new york,united states,190.4976043701172,374.2016906738281,-827.376953125,927.8301919728165
1,2016-11-30T09:48:16.080Z,2016-11-30T09:48:05.062Z,-108,40.80860044090422,-73.96152224624075,10,1414,-1,-1,0.3700218200683594,100.6401138305664,low memorial library,0-2,walking,new york,united states,196.0057525634766,399.38427734375,-836.6264038085938,947.5599166158646
