indoors,created_at,session_id,floor,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
0,2017-03-08T15:17:39.311Z,2017-03-08T15:17:38.299Z,0,-60,40.75336961079459,-73.97820037796532,96,30,-1,0,-1,-1,,0-2,walking,new york,united states,-34.67037963867188,308.9474487304688,-667.6150512695312,736.4512325897582
0,2017-03-08T15:17:40.306Z,2017-03-08T15:17:38.299Z,0,-60,40.75334450699459,-73.97817808210289,64,30,123.3984375,0.3499999940395355,0,100.8626098632812,,0-2,walking,new york,united states,-31.0716552734375,310.06103515625,-673.517578125,742.1113267744686
0,2017-03-08T15:17:41.302Z,2017-03-08T15:17:38.299Z,0,-60,40.75333281423966,-73.97815972573494,48,10,95.625,0.3499999940395355,-0.01564407348632812,100.8628005981445,,0-2,walking,new york,united states,-31.97113037109375,311.3410034179688,-676.3021240234375,745.2113368334691
0,2017-03-08T15:17:42.298Z,2017-03-08T15:17:38.299Z,0,-60,40.75332958720694,-73.97815352312659,48,10,95.9765625,0.4099999964237213,-0.03229522705078125,100.8629913330078,,0-2,walking,new york,united states,-26.73458862304688,302.3951110839844,-676.39306640625,741.3940394410981
0,2017-03-08T15:17:43.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75332447424601,-73.97816039628719,48,10,126.2109375,0.8899999856948853,-0.03229522705078125,100.8629913330078,,0-2,walking,new york,united states,-24.4986572265625,292.4853820800781,-674.777587890625,735.8482697240811
0,2017-03-08T15:17:44.504Z,2017-03-08T15:17:38.299Z,0,-60,40.75331659525703,-73.97817112512325,48,10,169.8046875,0.5600000023841858,-0.01110076904296875,100.8627395629883,,0-2,walking,new york,united states,-30.04826354980469,291.6058654785156,-671.3643188476562,732.5755439172195
0,2017-03-08T15:17:45.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75331060219626,-73.97818461998736,32,10,194.0625,0.5799999833106995,0.01866912841796875,100.8623809814453,,0-2,walking,new york,united states,-30.04826354980469,291.6058654785156,-671.3643188476562,732.5755439172195
0,2017-03-08T15:17:46.295Z,2017-03-08T15:17:38.299Z,0,-60,40.75330402240227,-73.97820373072659,32,10,212.34375,0.5799999833106995,0.057525634765625,100.8619232177734,,0-2,walking,new york,united states,-31.92153930664062,292.6632080078125,-671.0800170898438,732.8158891088774
0,2017-03-08T15:17:47.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75329970572214,-73.97822267382776,32,10,215.5078125,0.6899999976158142,0.05853271484375,100.8619079589844,,0-2,walking,new york,united states,-30.93402099609375,300.9842224121094,-671.0189819335938,736.080763171546
0,2017-03-08T15:17:48.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75330004099826,-73.97824228748118,32,10,218.3203125,0.6899999976158142,0.0867919921875,100.861572265625,,0-2,walking,new york,united states,-29.0504150390625,306.4512634277344,-670.1944580078125,737.5072304830522
0,2017-03-08T15:17:49.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75330121446471,-73.97825787782108,32,10,226.0546875,0.3199999928474426,0.1165657043457031,100.861213684082,,0-2,walking,new york,united states,-27.39591979980469,309.8202209472656,-671.3162841796875,739.8680011558229
0,2017-03-08T15:17:50.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75330666270177,-73.97829366854762,32,10,269.296875,0.3199999928474426,0.1488571166992188,100.8608245849609,,0-2,walking,new york,united states,-27.16365051269531,314.3187561035156,-670.2759399414062,740.8130533488005
0,2017-03-08T15:17:51.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75332032520394,-73.97834136157667,32,25,297.0703125,1.340000033378601,0.1912460327148438,100.8603210449219,,0-2,walking,new york,united states,-30.61941528320312,310.5076599121094,-670.3655395507812,739.4203892736456
0,2017-03-08T15:17:52.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75340749699692,-73.97857127718066,32,25,321.328125,1.669999957084656,0.2321205139160156,100.8598251342773,,0-2,walking,new york,united states,-32.87147521972656,308.7160034179688,-669.1018676757812,737.6201013914298
0,2017-03-08T15:17:53.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75342920612614,-73.97861544981038,32,25,313.2421875,1.340000033378601,0.2982254028320312,100.8590393066406,,0-2,walking,new york,united states,-33.32080078125,308.1913452148438,-666.1787109375,734.7695257265287
0,2017-03-08T15:17:54.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75344282671879,-73.97864730104243,32,25,304.453125,1.240000009536743,0.2982254028320312,100.8590393066406,,0-2,walking,new york,united states,-36.91508483886719,312.1058959960938,-666.513671875,736.8943537580407
0,2017-03-08T15:17:55.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75345514811645,-73.97867378785645,32,25,311.484375,1.240000009536743,0.3865318298339844,100.8579864501953,,0-2,walking,new york,united states,-43.43576049804688,315.2824096679688,-667.3922729492188,739.3930680824707
0,2017-03-08T15:17:56.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75346570931445,-73.97869759246146,32,25,306.2109375,1.139999985694885,0.451629638671875,100.8572006225586,,0-2,walking,new york,united states,-45.91409301757812,312.8169860839844,-666.6534423828125,737.8274750652407
0,2017-03-08T15:17:57.294Z,2017-03-08T15:17:38.299Z,0,-60,40.75347425885568,-73.97872055887615,32,25,302.6953125,1.139999985694885,0.4708061218261719,100.8569793701172,,0-2,walking,new york,united states,-41.71226501464844,313.3992004394531,-664.75048828125,736.1060953143243
