indoors,created_at,session_id,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
0,2016-11-30T09:53:41.856Z,2016-11-30T09:53:40.853Z,-92,40.80658514056429,-73.96292360506389,8,10,287.578125,0.9800000190734863,-2.234031677246094,100.6421051025391,butler library,0-2,walking,new york,united states,233.7256011962891,401.041015625,-851.8914794921875,970.1446519460313
0,2016-11-30T09:53:42.855Z,2016-11-30T09:53:40.853Z,-92,40.80658958297298,-73.96293173550997,8,10,279.84375,0.5600000023841858,0,100.6245651245117,butler library,0-2,walking,new york,united states,227.1487579345703,415.3156127929688,-848.4482421875,971.5698822688339
0,2016-11-30T09:53:43.856Z,2016-11-30T09:53:40.853Z,-92,40.80659264236763,-73.96293659701381,8,10,188.7890625,0.2199999988079071,0.00910186767578125,100.6244506835938,butler library,0-2,walking,new york,united states,241.3728179931641,398.5344848632812,-849.9566650390625,969.2868024148102
0,2016-11-30T09:53:44.856Z,2016-11-30T09:53:40.853Z,-92,40.80659616276697,-73.96294816404018,8,10,273.1640625,1.080000042915344,0.0192108154296875,100.6243362426758,butler library,0-2,walking,new york,united states,236.1987609863281,400.4320678710938,-853.7476196289062,972.1217483900977
0,2016-11-30T09:53:45.856Z,2016-11-30T09:53:40.853Z,-92,40.80659830015227,-73.9629630000088,8,10,272.8125,0.7099999785423279,0.03943252563476562,100.6240921020508,butler library,0-2,walking,new york,united states,241.1330261230469,389.7620544433594,-853.2363891601562,968.5411355013414
0,2016-11-30T09:53:46.856Z,2016-11-30T09:53:40.853Z,-97,40.80660303592757,-73.96297666251097,8,10,281.6015625,0.9700000286102295,0.041961669921875,100.6240615844727,butler library,0-2,walking,new york,united states,237.7755889892578,401.8510437011719,-854.3401489257812,973.6111041424269
0,2016-11-30T09:53:48.882Z,2016-11-30T09:53:40.853Z,-97,40.80661657270119,-73.96300490952466,8,10,297.7734375,1.25,0.041961669921875,100.6240615844727,butler library,0-2,walking,new york,united states,216.3298492431641,405.6883544921875,-857.349853515625,972.8465531456708
0,2016-11-30T09:53:50.550Z,2016-11-30T09:53:40.853Z,-97,40.80662541560903,-73.96302921704385,8,10,293.5546875,1,0.05055618286132812,100.6239624023438,butler library,0-2,walking,new york,united states,216.2515563964844,403.3634643554688,-856.9696044921875,971.5264911695633
0,2016-11-30T09:53:50.856Z,2016-11-30T09:53:40.853Z,-97,40.80662541560903,-73.96302921704385,8,10,293.5546875,1,0.09706878662109375,100.623405456543,butler library,0-2,walking,new york,united states,225.0146942138672,395.3031921386719,-856.5130615234375,969.7993869287791
0,2016-11-30T09:53:51.855Z,2016-11-30T09:53:40.853Z,-97,40.80662671480403,-73.96303743130896,8,10,287.2265625,0.6899999976158142,0.1577377319335938,100.6226806640625,butler library,0-2,walking,new york,united states,224.81396484375,356.5966796875,-841.8677368164062,941.5114428647663
