indoors,created_at,session_id,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
0,2016-12-01T12:48:57.782Z,2016-12-01T12:48:56.553Z,-77,40.81058159008698,-73.96174779168699,16,31.90682299570069,62.9296875,0.8999999761581421,0,99.77386474609375,jewish theological seminary,0-2,walking,new york,united states,175.7002105712891,364.2933959960938,-842.4557495117188,934.5116009159618
0,2016-12-01T12:48:58.555Z,2016-12-01T12:48:56.553Z,-77,40.81056926868931,-73.9617491327915,12,25,46.40625,1.009999990463257,0,99.77386474609375,jewish theological seminary,0-2,walking,new york,united states,173.8984222412109,360.1712341308594,-833.6831665039062,924.6575589186024
0,2016-12-01T12:48:59.556Z,2016-12-01T12:48:56.553Z,-77,40.81057417210267,-73.96174318164024,12,25,50.2734375,1.370000004768372,0.0310516357421875,99.77349853515625,jewish theological seminary,0-2,walking,new york,united states,176.4500885009766,361.4362487792969,-834.118408203125,926.0260874116708
0,2016-12-01T12:49:00.555Z,2016-12-01T12:48:56.553Z,-77,40.81057605803088,-73.96173262044225,8,25,54.84375,1.009999990463257,0.0615997314453125,99.77313232421875,jewish theological seminary,0-2,walking,new york,united states,179.6722717285156,359.1727600097656,-832.9651489257812,924.7259789181156
0,2016-12-01T12:49:01.555Z,2016-12-01T12:48:56.553Z,-77,40.81056947823689,-73.9617211372349,8,25,74.53125,0.9200000166893005,0.262176513671875,99.77075958251953,jewish theological seminary,0-2,walking,new york,united states,182.5989837646484,361.4878540039062,-836.4755249023438,929.3584675596835
0,2016-12-01T12:49:02.555Z,2016-12-01T12:48:56.553Z,-77,40.81055015795008,-73.96170864819918,8,25,94.21875,0.8799999952316284,0.3538055419921875,99.76966857910156,jewish theological seminary,0-2,walking,new york,united states,184.7059631347656,367.7818603515625,-841.4264526367188,936.6847200728802
0,2016-12-01T12:49:03.555Z,2016-12-01T12:48:56.553Z,-77,40.810528784097,-73.96169624298248,8,25,108.28125,0.7099999785423279,0.3925018310546875,99.76921081542969,jewish theological seminary,0-2,walking,new york,united states,185.3035125732422,366.1294555664062,-841.3431396484375,936.0803644125995
0,2016-12-01T12:49:04.555Z,2016-12-01T12:48:56.553Z,-77,40.81050820652471,-73.96168945364091,8,25,93.515625,0.7099999785423279,0.43170166015625,99.76874542236328,jewish theological seminary,0-2,walking,new york,united states,187.8457183837891,361.2447509765625,-842.2880859375,935.5388841387074
0,2016-12-01T12:49:05.555Z,2016-12-01T12:48:56.553Z,-77,40.81049228090868,-73.96168140701387,12,25,88.2421875,0.6200000047683716,0.3925018310546875,99.76921081542969,jewish theological seminary,0-2,walking,new york,united states,192.5636444091797,356.7261962890625,-842.9188232421875,935.3322825835756
0,2016-12-01T12:49:06.555Z,2016-12-01T12:48:56.553Z,-77,40.810468015299,-73.96167151636813,12,25,80.15625,0.6200000047683716,0.34820556640625,99.76973724365234,jewish theological seminary,0-2,walking,new york,united states,188.5164489746094,356.7395935058594,-837.3222045898438,929.4676236469554
0,2016-12-01T12:49:07.556Z,2016-12-01T12:48:56.553Z,-77,40.81044110938982,-73.96165969788466,12,25.91088839596,78.3984375,0.9900000095367432,0.2611541748046875,99.77076721191406,jewish theological seminary,0-2,walking,new york,united states,186.9466705322266,361.0220642089844,-839.743896484375,932.9822078429801
0,2016-12-01T12:49:08.555Z,2016-12-01T12:48:56.553Z,-77,40.81041085071937,-73.96164963960085,12,28.86431415029254,80.5078125,0.9900000095367432,0.211273193359375,99.7713623046875,jewish theological seminary,0-2,walking,new york,united states,183.8812103271484,367.8600158691406,-841.1324462890625,936.2889954425631
0,2016-12-01T12:49:09.555Z,2016-12-01T12:48:56.553Z,-77,40.81038746520952,-73.96164092242155,8,31.30376152697414,70.3125,0.8600000143051147,0.1863250732421875,99.77165985107422,jewish theological seminary,0-2,walking,new york,united states,179.9134979248047,371.624267578125,-837.86962890625,934.076537566389
0,2016-12-01T12:49:10.556Z,2016-12-01T12:48:56.553Z,-77,40.81037086904124,-73.96163555800352,8,40.70593565358845,60.1171875,0.8199999928474426,0.15679931640625,99.77201080322266,jewish theological seminary,0-2,walking,new york,united states,184.7893829345703,372.3549499511719,-838.2872924804688,935.6927431228233
0,2016-12-01T12:49:11.556Z,2016-12-01T12:48:56.553Z,-77,40.81034974664525,-73.96163455217514,8,40.34016626398369,59.4140625,0.3899999856948853,0.1018218994140625,99.77265930175781,jewish theological seminary,0-2,walking,new york,united states,181.7129821777344,370.7162475585938,-836.2047729492188,932.5709444320602
0,2016-12-01T12:49:12.556Z,2016-12-01T12:48:56.553Z,-77,40.81032921098248,-73.96163103177581,8,25,76.9921875,0.6000000238418579,0.027496337890625,99.77353668212891,jewish theological seminary,0-2,walking,new york,united states,181.7739562988281,361.8667602539062,-837.6822509765625,930.4304793837888
0,2016-12-01T12:49:13.555Z,2016-12-01T12:48:56.553Z,-77,40.81031206999049,-73.9616246615294,8,25,102.3046875,0.6000000238418579,-0.0274810791015625,99.77419281005859,jewish theological seminary,0-2,walking,new york,united states,190.0865325927734,353.58349609375,-837.6783447265625,928.9021411358982
0,2016-12-01T12:49:14.555Z,2016-12-01T12:48:56.553Z,-77,40.81029585100786,-73.96161518997882,6,25,110.390625,0.6100000143051147,-0.051910400390625,99.77448272705078,jewish theological seminary,0-2,walking,new york,united states,191.6673736572266,356.1251220703125,-833.6235961914062,926.5472383107872
0,2016-12-01T12:49:15.556Z,2016-12-01T12:48:56.553Z,-74,40.81028575081454,-73.96160856827531,8,25,111.4453125,0.2300000041723251,-0.051910400390625,99.77448272705078,jewish theological seminary,0-2,walking,new york,united states,193.8515014648438,362.7922973632812,-835.3499755859375,931.1316971071966
0,2016-12-01T12:49:16.555Z,2016-12-01T12:48:56.553Z,-74,40.81028105694876,-73.96160496405695,8,25,102.65625,0.4399999976158142,-0.0671844482421875,99.77466583251953,jewish theological seminary,0-2,walking,new york,united states,191.3144378662109,371.8780822753906,-836.740478515625,935.4299282145315
0,2016-12-01T12:49:17.556Z,2016-12-01T12:48:56.553Z,-74,40.81028587654308,-73.96159943200085,8,25,54.140625,1.029999971389771,-0.08551025390625,99.77487945556641,jewish theological seminary,0-2,walking,new york,united states,181.9430084228516,373.6396484375,-834.8604736328125,932.5780694573835
0,2016-12-01T12:49:18.556Z,2016-12-01T12:48:56.553Z,-74,40.81028989985661,-73.96159121773574,8,25,65.7421875,0.6499999761581421,-0.1053619384765625,99.77511596679688,jewish theological seminary,0-2,walking,new york,united states,175.4286956787109,382.0676879882812,-838.8271484375,938.286699483709
0,2016-12-01T12:49:19.555Z,2016-12-01T12:48:56.553Z,-74,40.81029249824659,-73.96158065653775,8,25,75.234375,1.029999971389771,-0.1155548095703125,99.77523803710938,jewish theological seminary,0-2,walking,new york,united states,177.8072052001953,365.0290832519531,-830.6679077148438,924.5922380964605
0,2016-12-01T12:49:20.555Z,2016-12-01T12:48:56.553Z,-74,40.81029417462722,-73.96157311282489,6,25,93.515625,0.6499999761581421,-0.1155548095703125,99.77523803710938,jewish theological seminary,0-2,walking,new york,united states,182.6003723144531,361.5615539550781,-833.9257202148438,927.0931776815282
0,2016-12-01T12:49:21.555Z,2016-12-01T12:48:56.553Z,-74,40.81029308497981,-73.9615675807688,8,25,95.9765625,0.449999988079071,-0.1155548095703125,99.77523803710938,jewish theological seminary,0-2,walking,new york,united states,183.4959716796875,360.1352233886719,-838.4158325195312,930.7573577293385
0,2016-12-01T12:49:22.555Z,2016-12-01T12:48:56.553Z,-74,40.81029111523257,-73.96155777394209,8,25,109.6875,0.6100000143051147,-0.1343841552734375,99.77545928955078,jewish theological seminary,0-2,walking,new york,united states,185.7433624267578,358.2510375976562,-838.0203857421875,930.1196533483635
0,2016-12-01T12:49:23.555Z,2016-12-01T12:48:56.553Z,-74,40.8102885587521,-73.96154981113408,8,25,130.78125,0.4799999892711639,-0.161865234375,99.77578735351562,jewish theological seminary,0-2,walking,new york,united states,185.5235748291016,359.5987243652344,-831.6502685546875,924.8634540133786
0,2016-12-01T12:49:24.556Z,2016-12-01T12:48:56.553Z,-74,40.81028616990969,-73.96154067485962,8,25,121.640625,0.4799999892711639,-0.18121337890625,99.77601623535156,jewish theological seminary,0-2,walking,new york,united states,184.1148223876953,366.8739929199219,-820.9533081054688,917.8557231902911
0,2016-12-01T12:49:25.555Z,2016-12-01T12:48:56.553Z,-74,40.81028520599083,-73.96153187386129,8,25,120.5859375,0.4000000059604645,-0.19903564453125,99.77622985839844,jewish theological seminary,0-2,walking,new york,united states,191.3795013427734,362.5738525390625,-828.6917724609375,924.5625808043914
0,2016-12-01T12:49:26.556Z,2016-12-01T12:48:56.553Z,-74,40.81028445161954,-73.96151955246363,8,25,98.0859375,0.699999988079071,-0.2168426513671875,99.77643585205078,jewish theological seminary,0-2,walking,new york,united states,194.8221282958984,360.83984375,-838.2633056640625,933.1915259656558
0,2016-12-01T12:49:27.555Z,2016-12-01T12:48:56.553Z,-74,40.81027942247764,-73.96150412976179,8,25,121.640625,0.699999988079071,-0.2168426513671875,99.77643585205078,jewish theological seminary,0-2,walking,new york,united states,196.086181640625,354.9118347167969,-842.3646240234375,934.874516102878
