indoors,created_at,session_id,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
0,2016-12-01T11:17:56.829Z,2016-12-01T11:17:55.818Z,-82,40.80799635969178,-73.96416412673328,8,10,303.75,0.8600000143051147,-1,-1,2949 broadway,0-2,walking,new york,united states,234.8420562744141,375.5819091796875,-792.64501953125,908.0191016085233
0,2016-12-01T11:17:57.827Z,2016-12-01T11:17:55.818Z,-82,40.80799652732984,-73.96417359828386,8,10,299.1796875,0.7300000190734863,0,99.70977020263672,2949 broadway,0-2,walking,new york,united states,235.6627349853516,376.8598937988281,-805.0924682617188,919.6380737369385
0,2016-12-01T11:17:58.827Z,2016-12-01T11:17:55.818Z,-82,40.80799405466841,-73.96418575204346,12,10,275.625,0.6700000166893005,-0.0371856689453125,99.71022033691406,2949 broadway,0-2,walking,new york,united states,239.1874694824219,379.9256286621094,-814.825439453125,930.3196362818974
0,2016-12-01T11:17:59.827Z,2016-12-01T11:17:55.818Z,-82,40.80798919316457,-73.9641974867079,12,10,260.5078125,0.5099999904632568,-0.0748748779296875,99.71066284179688,2949 broadway,0-2,walking,new york,united states,241.5795745849609,377.144775390625,-822.226806640625,936.29898751389
0,2016-12-01T11:18:00.827Z,2016-12-01T11:17:55.818Z,-82,40.80798416402266,-73.96420980810557,12,10,255.234375,0.699999988079071,-0.139556884765625,99.71143341064453,2949 broadway,0-2,walking,new york,united states,242.5456085205078,372.492919921875,-826.2583618164062,938.233567975501
0,2016-12-01T11:18:01.828Z,2016-12-01T11:17:55.818Z,-82,40.80798064362333,-73.96422112367485,12,10,262.6171875,0.6000000238418579,-0.1909942626953125,99.7120361328125,2949 broadway,0-2,walking,new york,united states,245.1013031005859,378.2606811523438,-832.1798706054688,946.4032590436146
0,2016-12-01T11:18:02.827Z,2016-12-01T11:17:55.818Z,-82,40.80798005689011,-73.9642286673877,12,10,280.546875,0.6000000238418579,-0.200164794921875,99.71215057373047,2949 broadway,0-2,walking,new york,united states,238.3566284179688,383.465087890625,-837.1151123046875,951.1156960068716
0,2016-12-01T11:18:03.828Z,2016-12-01T11:17:55.818Z,-82,40.80798257146106,-73.96423176869187,12,10,318.1640625,0.3100000023841858,-0.2750396728515625,99.71303558349609,2949 broadway,0-2,walking,new york,united states,242.3076324462891,367.0987854003906,-835.9965209960938,944.6505650777647
0,2016-12-01T11:18:04.828Z,2016-12-01T11:17:55.818Z,-82,40.80798496030346,-73.96423319361541,12,10,2.109375,0.1599999964237213,-0.2811431884765625,99.71311187744141,2949 broadway,0-2,walking,new york,united states,247.4138031005859,372.5553283691406,-840.0244140625,951.6575428598147
0,2016-12-01T11:18:05.828Z,2016-12-01T11:17:55.818Z,-82,40.80798592422233,-73.96423009231124,12,10,65.0390625,0.3100000023841858,-0.3432769775390625,99.71384429931641,2949 broadway,0-2,walking,new york,united states,243.5874481201172,369.7928771972656,-834.4943237304688,944.7022775699628
0,2016-12-01T11:18:06.828Z,2016-12-01T11:17:55.818Z,-82,40.80798496030346,-73.96422833211157,12,10,138.1640625,0.449999988079071,-0.4023590087890625,99.71454620361328,2949 broadway,0-2,walking,new york,united states,231.8815155029297,364.5878295898438,-830.7382202148438,936.3863055612755
0,2016-12-01T11:18:07.828Z,2016-12-01T11:17:55.818Z,-82,40.80797733277158,-73.96422732628319,12,10,168.046875,0.5600000023841858,-0.431396484375,99.71488952636719,2949 broadway,0-2,walking,new york,united states,226.0329895019531,364.1591186523438,-826.5031127929688,931.026407518771
0,2016-12-01T11:18:08.828Z,2016-12-01T11:17:55.818Z,-82,40.80796404745505,-73.96422816447351,12,10,181.7578125,1.129999995231628,-0.431396484375,99.71488952636719,2949 broadway,0-2,walking,new york,united states,224.6736907958984,357.4136962890625,-824.8457641601562,926.6031255525816
0,2016-12-01T11:18:10.629Z,2016-12-01T11:17:55.818Z,-82,40.80793341159896,-73.96423537291024,12,10,215.15625,1.129999995231628,-0.405426025390625,99.71458435058594,2949 broadway,0-2,walking,new york,united states,231.7366638183594,365.1090087890625,-821.965576171875,928.7808557825455
0,2016-12-01T11:18:10.829Z,2016-12-01T11:17:55.818Z,-82,40.80793341159896,-73.96423537291024,12,10,215.15625,1.129999995231628,-0.405426025390625,99.71458435058594,2949 broadway,0-2,walking,new york,united states,231.7366638183594,365.1090087890625,-821.965576171875,928.7808557825455
0,2016-12-01T11:18:11.827Z,2016-12-01T11:17:55.818Z,-82,40.80791962336824,-73.9642392285857,12,10,214.8046875,1.110000014305115,-0.4201812744140625,99.71475982666016,2949 broadway,0-2,walking,new york,united states,232.8633575439453,367.4313354492188,-825.5634765625,933.1592486765575
