indoors,created_at,session_id,rssi_strength,gps_latitude,gps_longitude,gps_vertical_accuracy,gps_horizontal_accuracy,gps_course,gps_speed,baro_relative_altitude,baro_pressure,env_context,env_mean_bldg_floors,env_activity,city_name,country_name,magnet_x_mt,magnet_y_mt,magnet_z_mt,magnet_total
1,2016-12-02T17:00:54.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,46.24113464355469,100.1348342895508,230 park ave,0-2,walking,new york,united states,227.0072174072266,239.3938293457031,-753.734375,822.7740822002186
1,2016-12-02T17:00:56.126Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.03197479248046875,100.1335144042969,230 park ave,0-2,walking,new york,united states,209.0662994384766,228.5151977539062,-752.9327392578125,814.1471752770985
1,2016-12-02T17:00:56.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.03197479248046875,100.1335144042969,230 park ave,0-2,walking,new york,united states,209.0662994384766,228.5151977539062,-752.9327392578125,814.1471752770985
1,2016-12-02T17:00:57.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.0639495849609375,100.1331329345703,230 park ave,0-2,walking,new york,united states,209.2164611816406,228.5895538330078,-752.8568725585938,814.1364641813122
1,2016-12-02T17:00:58.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.1568374633789062,100.1320343017578,230 park ave,0-2,walking,new york,united states,208.3168640136719,228.9683074951172,-753.1641235351562,814.2963825599063
1,2016-12-02T17:00:59.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.1949081420898438,100.1315765380859,230 park ave,0-2,walking,new york,united states,209.216796875,228.8145446777344,-752.857421875,814.2002589185204
1,2016-12-02T17:01:00.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.2086105346679688,100.1314163208008,230 park ave,0-2,walking,new york,united states,208.8414306640625,228.5910949707031,-752.9345092773438,814.1124044764531
1,2016-12-02T17:01:01.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.220794677734375,100.1312637329102,230 park ave,0-2,walking,new york,united states,208.6918640136719,228.6663665771484,-752.2607421875,813.4720803725129
1,2016-12-02T17:01:02.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.2334823608398438,100.1311187744141,230 park ave,0-2,walking,new york,united states,208.3919067382812,228.8177337646484,-752.6382446289062,813.786869737579
1,2016-12-02T17:01:03.569Z,2016-12-02T17:00:53.566Z,-96,40.75169357191455,-73.97707884422726,64.24404155250508,97.31567475642005,-1,-1,0.240081787109375,100.1310424804688,230 park ave,0-2,walking,new york,united states,208.9920196533203,229.0405578613281,-753.0845947265625,814.4161394758046
