created_at,final_train_acc,final_val_acc,trail_nb,train_acc,val_acc
2018-01-03 17:26:04.031866,,,39.0,0.9921285667431945,0.9625984251968503
2018-01-03 17:26:04.197960,,,40.0,0.9898327320432929,0.9557086614173228
2018-01-03 17:26:04.393197,,,41.0,0.9944244014430961,0.9576771653543307
2018-01-03 17:26:04.554149,,,42.0,0.9960642833715972,0.9537401574803149
2018-01-03 17:26:04.733405,,,43.0,0.995736306985897,0.9606299212598425
2018-01-03 17:26:04.902025,,,44.0,0.995736306985897,0.968503937007874
2018-01-03 17:26:05.077773,,,45.0,0.9937684486716957,0.952755905511811
2018-01-03 17:26:05.264951,,,46.0,0.9967202361429977,0.9645669291338582
2018-01-03 17:26:05.434705,,,47.0,0.9924565431288948,0.9468503937007874
2018-01-03 17:26:05.598698,,,48.0,0.9947523778287963,0.9586614173228346
2018-01-03 17:26:05.772404,,,49.0,0.9950803542144966,0.9566929133858267
2018-01-03 17:26:05.930656,,,50.0,0.9947523778287963,0.9557086614173228
2018-01-03 17:26:06.097835,,,51.0,0.9931124959002952,0.9448818897637795
2018-01-03 17:26:06.266786,,,52.0,0.9940964250573958,0.9606299212598425
2018-01-03 17:26:06.439660,,,53.0,0.9950803542144966,0.9586614173228346
2018-01-03 17:26:06.615134,,,54.0,0.9927845195145949,0.9576771653543307
2018-01-03 17:26:06.791404,,,55.0,0.9927845195145949,0.9616141732283464
2018-01-03 17:26:06.961917,,,56.0,0.9944244014430961,0.9734251968503937
2018-01-03 17:26:07.137813,,,57.0,0.9947523778287963,0.9635826771653543
2018-01-03 17:26:07.302820,,,58.0,0.9921285667431945,0.9507874015748031
2018-01-03 17:26:07.467945,,,59.0,0.9950803542144966,0.9458661417322834
2018-01-03 17:26:07.638761,,,60.0,0.9937684486716957,0.9478346456692913
2018-01-03 17:26:07.813738,,,61.0,0.9950803542144966,0.9517716535433071
2018-01-03 17:26:07.983583,,,62.0,0.9967202361429977,0.9586614173228346
2018-01-03 17:26:08.166119,,,63.0,0.995736306985897,0.9409448818897638
2018-01-03 17:26:08.331110,,,64.0,0.9947523778287963,0.9655511811023622
2018-01-03 17:26:08.505158,,,65.0,0.9934404722859954,0.9586614173228346
2018-01-03 17:26:08.677228,,,66.0,0.9950803542144966,0.9625984251968503
2018-01-03 17:26:08.850373,,,67.0,0.9950803542144966,0.9517716535433071
2018-01-03 17:26:09.013245,,,68.0,0.9967202361429977,0.9616141732283464
2018-01-03 17:26:09.191700,,,69.0,0.9947523778287963,0.9606299212598425
2018-01-03 17:26:09.353639,,,70.0,0.9940964250573958,0.9625984251968503
2018-01-03 17:26:09.522066,,,71.0,0.9954083306001967,0.9576771653543307
2018-01-03 17:26:09.694505,,,72.0,0.9950803542144966,0.9429133858267716
2018-01-03 17:26:09.861792,,,73.0,0.9947523778287963,0.9507874015748031
2018-01-03 17:26:10.025726,,,74.0,0.9908166612003936,0.9665354330708661
2018-01-03 17:26:10.217125,,,75.0,0.995736306985897,0.9586614173228346
2018-01-03 17:26:10.386127,,,76.0,0.9934404722859954,0.9557086614173228
2018-01-03 17:26:10.561447,,,77.0,0.9931124959002952,0.9616141732283464
2018-01-03 17:26:10.725839,,,78.0,0.995736306985897,0.9606299212598425
2018-01-03 17:26:10.898094,,,79.0,0.9940964250573958,0.9517716535433071
2018-01-03 17:26:11.062682,,,80.0,0.9950803542144966,0.9616141732283464
2018-01-03 17:26:11.239426,,,81.0,0.9927845195145949,0.9547244094488189
2018-01-03 17:26:11.402892,,,82.0,0.9947523778287963,0.9625984251968503
2018-01-03 17:26:11.576390,,,83.0,0.9944244014430961,0.9625984251968503
2018-01-03 17:26:11.748554,,,84.0,0.9954083306001967,0.9635826771653543
2018-01-03 17:26:11.921618,,,85.0,0.9947523778287963,0.9606299212598425
2018-01-03 17:26:12.087237,,,86.0,0.9937684486716957,0.9498031496062992
2018-01-03 17:26:12.259873,,,87.0,0.9918005903574942,0.952755905511811
2018-01-03 17:26:12.423610,,,88.0,0.9924565431288948,0.9576771653543307
2018-01-03 17:26:12.589579,,,89.0,0.9944244014430961,0.952755905511811
2018-01-03 17:26:12.757172,,,90.0,0.9937684486716957,0.9704724409448819
2018-01-03 17:26:12.928826,,,91.0,0.9940964250573958,0.9448818897637795
2018-01-03 17:26:13.091831,,,92.0,0.9963922597572975,0.968503937007874
2018-01-03 17:26:13.268085,,,93.0,0.991472613971794,0.9606299212598425
2018-01-03 17:26:13.438208,,,94.0,0.9934404722859954,0.9586614173228346
2018-01-03 17:26:13.614160,,,95.0,0.9921285667431945,0.9566929133858267
2018-01-03 17:26:13.821997,,,96.0,0.995736306985897,0.9635826771653543
2018-01-03 17:26:13.996673,,,97.0,0.9963922597572975,0.9665354330708661
2018-01-03 17:26:14.174029,,,98.0,0.9967202361429977,0.9596456692913385
2018-01-03 17:26:14.338452,,,99.0,0.9947523778287963,0.9547244094488189
2018-01-03 17:26:14.514558,,,100.0,0.9934404722859954,0.9625984251968503
2018-01-03 17:26:14.691558,,,101.0,0.9960642833715972,0.9645669291338582
2018-01-03 17:26:14.854979,,,102.0,0.9937684486716957,0.9547244094488189
2018-01-03 17:26:15.028301,,,103.0,0.9954083306001967,0.9576771653543307
2018-01-03 17:26:15.199781,,,104.0,0.9898327320432929,0.9547244094488189
2018-01-03 17:26:15.368892,,,105.0,0.9954083306001967,0.9586614173228346
2018-01-03 17:26:15.539414,,,106.0,0.9950803542144966,0.968503937007874
2018-01-03 17:26:15.715233,,,107.0,0.9940964250573958,0.9389763779527559
2018-01-03 17:26:15.878959,,,108.0,0.9937684486716957,0.9616141732283464
2018-01-03 17:26:16.054323,,,109.0,0.9954083306001967,0.9625984251968503
2018-01-03 17:26:16.221173,,,110.0,0.9927845195145949,0.9517716535433071
2018-01-03 17:26:16.390262,,,111.0,0.9967202361429977,0.9537401574803149
2018-01-03 17:26:16.558100,,,112.0,0.9921285667431945,0.9547244094488189
2018-01-03 17:26:16.739888,,,113.0,0.9937684486716957,0.9498031496062992
2018-01-03 17:26:16.903118,,,114.0,0.9940964250573958,0.9566929133858267
2018-01-03 17:26:17.082587,,,115.0,0.9950803542144966,0.9557086614173228
2018-01-03 17:26:17.258935,,,116.0,0.9944244014430961,0.9517716535433071
2018-01-03 17:26:17.426327,,,117.0,0.9954083306001967,0.9704724409448819
2018-01-03 17:26:17.592725,,,118.0,0.9924565431288948,0.9517716535433071
2018-01-03 17:26:17.769979,,,119.0,0.9944244014430961,0.9645669291338582
2018-01-03 17:26:17.942213,,,120.0,0.9927845195145949,0.9468503937007874
2018-01-03 17:26:18.116122,,,121.0,0.9937684486716957,0.9586614173228346
2018-01-03 17:26:18.290207,,,122.0,0.9947523778287963,0.9616141732283464
2018-01-03 17:26:18.467744,,,123.0,0.9950803542144966,0.9537401574803149
2018-01-03 17:26:18.635838,,,124.0,0.9934404722859954,0.952755905511811
2018-01-03 17:26:18.811635,,,125.0,0.9940964250573958,0.969488188976378
2018-01-03 17:26:18.980772,,,126.0,0.9931124959002952,0.9596456692913385
2018-01-03 17:26:19.157868,,,127.0,0.9947523778287963,0.9606299212598425
2018-01-03 17:26:19.349778,,,128.0,0.9947523778287963,0.9566929133858267
2018-01-03 17:26:19.520718,,,129.0,0.9944244014430961,0.9566929133858267
2018-01-03 17:26:19.682975,,,130.0,0.9924565431288948,0.969488188976378
2018-01-03 17:26:19.850999,,,131.0,0.9937684486716957,0.9429133858267716
2018-01-03 17:26:20.014953,,,132.0,0.9947523778287963,0.952755905511811
2018-01-03 17:26:20.186437,,,133.0,0.9944244014430961,0.952755905511811
2018-01-03 17:26:20.353687,,,134.0,0.9940964250573958,0.9635826771653543
2018-01-03 17:26:20.527623,,,135.0,0.995736306985897,0.9547244094488189
2018-01-03 17:26:20.696750,,,136.0,0.9947523778287963,0.9517716535433071
2018-01-03 17:26:20.866574,,,137.0,0.9940964250573958,0.9517716535433071
2018-01-03 17:26:21.037004,,,138.0,0.9918005903574942,0.9566929133858267
2018-01-03 17:26:21.218930,,,139.0,0.9947523778287963,0.9616141732283464
2018-01-03 17:26:21.382298,,,140.0,0.995736306985897,0.968503937007874
2018-01-03 17:26:21.554566,,,141.0,0.9931124959002952,0.9586614173228346
2018-01-03 17:26:21.724040,,,142.0,0.9947523778287963,0.9596456692913385
2018-01-03 17:26:21.898235,,,143.0,0.9940964250573958,0.9665354330708661
2018-01-03 17:26:22.070772,,,144.0,0.9937684486716957,0.9744094488188977
2018-01-03 17:26:22.244697,,,145.0,0.9960642833715972,0.9665354330708661
2018-01-03 17:26:22.408533,,,146.0,0.9944244014430961,0.9566929133858267
2018-01-03 17:26:22.577762,,,147.0,0.9954083306001967,0.9616141732283464
2018-01-03 17:26:22.745129,,,148.0,0.9934404722859954,0.9616141732283464
2018-01-03 17:26:22.914560,,,149.0,0.995736306985897,0.9478346456692913
2018-01-03 17:26:23.081017,,,150.0,0.9940964250573958,0.9498031496062992
2018-01-03 17:26:23.249165,,,151.0,0.9924565431288948,0.9498031496062992
2018-01-03 17:26:23.411505,,,152.0,0.9944244014430961,0.952755905511811
2018-01-03 17:26:23.584833,,,153.0,0.9934404722859954,0.9488188976377953
2018-01-03 17:26:23.759962,,,154.0,0.9940964250573958,0.9655511811023622
2018-01-03 17:26:23.936909,,,155.0,0.9937684486716957,0.9547244094488189
2018-01-03 17:26:24.107171,,,156.0,0.991472613971794,0.9655511811023622
2018-01-03 17:26:24.284782,,,157.0,0.9924565431288948,0.9488188976377953
2018-01-03 17:26:24.446998,,,158.0,0.9934404722859954,0.9566929133858267
2018-01-03 17:26:24.618522,,,159.0,0.9924565431288948,0.9478346456692913
2018-01-03 17:26:24.794435,,,160.0,0.9927845195145949,0.9537401574803149
2018-01-03 17:26:24.966239,,,161.0,0.9937684486716957,0.9586614173228346
2018-01-03 17:26:25.143710,,,162.0,0.9934404722859954,0.9606299212598425
2018-01-03 17:26:25.315076,,,163.0,0.9954083306001967,0.9498031496062992
2018-01-03 17:26:25.488078,,,164.0,0.9924565431288948,0.9438976377952756
2018-01-03 17:26:25.665247,,,165.0,0.9954083306001967,0.968503937007874
2018-01-03 17:26:25.839185,,,166.0,0.9967202361429977,0.9586614173228346
2018-01-03 17:26:26.010114,,,167.0,0.9947523778287963,0.9606299212598425
2018-01-03 17:26:26.185333,,,168.0,0.9950803542144966,0.9635826771653543
2018-01-03 17:26:26.360988,,,169.0,0.9954083306001967,0.9576771653543307
2018-01-03 17:26:26.534853,,,170.0,0.9927845195145949,0.9606299212598425
2018-01-03 17:26:26.714159,,,171.0,0.9940964250573958,0.952755905511811
2018-01-03 17:26:26.880548,,,172.0,0.991472613971794,0.9616141732283464
2018-01-03 17:26:27.053539,,,173.0,0.995736306985897,0.9557086614173228
2018-01-03 17:26:27.225638,,,174.0,0.9944244014430961,0.9438976377952756
2018-01-03 17:26:27.395465,,,175.0,0.9947523778287963,0.9586614173228346
2018-01-03 17:26:27.564810,,,176.0,0.9940964250573958,0.9566929133858267
2018-01-03 17:26:27.748062,,,177.0,0.9950803542144966,0.9507874015748031
2018-01-03 17:26:27.919896,,,178.0,0.9937684486716957,0.968503937007874
2018-01-03 17:26:28.092956,,,179.0,0.9940964250573958,0.952755905511811
2018-01-03 17:26:28.265687,,,180.0,0.9927845195145949,0.9606299212598425
2018-01-03 17:26:28.439157,,,181.0,0.9937684486716957,0.9517716535433071
2018-01-03 17:26:28.606441,,,182.0,0.9934404722859954,0.9566929133858267
2018-01-03 17:26:28.810499,,,183.0,0.9940964250573958,0.9576771653543307
2018-01-03 17:26:28.980406,,,184.0,0.9940964250573958,0.9537401574803149
2018-01-03 17:26:29.147631,,,185.0,0.9940964250573958,0.9596456692913385
2018-01-03 17:26:29.319681,,,186.0,0.9947523778287963,0.9566929133858267
2018-01-03 17:26:29.494128,,,187.0,0.9937684486716957,0.9566929133858267
2018-01-03 17:26:29.658629,,,188.0,0.9954083306001967,0.952755905511811
2018-01-03 17:26:29.838082,,,189.0,0.9967202361429977,0.9616141732283464
2018-01-03 17:26:30.003667,,,190.0,0.9944244014430961,0.9635826771653543
2018-01-03 17:26:30.171258,,,191.0,0.9940964250573958,0.9655511811023622
2018-01-03 17:26:30.339768,,,192.0,0.9950803542144966,0.9488188976377953
2018-01-03 17:26:30.514895,,,193.0,0.9944244014430961,0.9635826771653543
2018-01-03 17:26:30.679676,,,194.0,0.9960642833715972,0.9537401574803149
2018-01-03 17:26:30.858177,,,195.0,0.9927845195145949,0.9547244094488189
2018-01-03 17:26:31.025119,,,196.0,0.9937684486716957,0.96751968503937
2018-01-03 17:26:31.190969,,,197.0,0.9944244014430961,0.9488188976377953
2018-01-03 17:26:31.355704,,,198.0,0.9944244014430961,0.9458661417322834
2018-01-03 17:26:31.519755,,,199.0,0.9947523778287963,0.9557086614173228
2018-01-03 17:26:31.519843,0.9942489340767464,0.9574704724409447,,,
