created_at,epoch_nb,final_train_acc,final_val_acc,train_acc,train_loss
2018-01-04 12:33:17.595597,0.0,,,0.6976057728340134,0.5970438861698352
2018-01-04 12:33:17.595616,1.0,,,0.8386356183723295,0.44864783197318814
2018-01-04 12:33:17.595621,2.0,,,0.8615939654299922,0.39296028273111094
2018-01-04 12:33:17.595626,3.0,,,0.8852082652199578,0.341187627951252
2018-01-04 12:33:17.595630,4.0,,,0.8789767138721044,0.34716572867881745
2018-01-04 12:33:17.595635,5.0,,,0.9002951790012661,0.30456172112129914
2018-01-04 12:33:17.595639,6.0,,,0.903902919146224,0.29330873712237526
2018-01-04 12:33:17.595643,7.0,,,0.9006231553869664,0.296161887527646
2018-01-04 12:33:17.595647,8.0,,,0.8950475567909646,0.2976395013528638
2018-01-04 12:33:17.595651,9.0,,,0.9029189899891233,0.2958087689976647
2018-01-04 12:33:17.595656,10.0,,,0.9143981634690825,0.26076533679357705
2018-01-04 12:33:17.595660,11.0,,,0.9068547066957218,0.28312798077530765
2018-01-04 12:33:17.595664,12.0,,,0.9094785177422258,0.27500182073520574
2018-01-04 12:33:17.595668,13.0,,,0.9242374550987361,0.24640352219079276
2018-01-04 12:33:17.595673,14.0,,,0.9307969827931918,0.23146269496599936
2018-01-04 12:33:17.595677,15.0,,,0.9039029191071263,0.29423634488491124
2018-01-04 12:33:17.595682,16.0,,,0.9134142343315307,0.2773234612846343
2018-01-04 12:33:17.595686,17.0,,,0.9084945885851251,0.28141630840481363
2018-01-04 12:33:17.595691,18.0,,,0.9121023288278276,0.2815927440668959
2018-01-04 12:33:17.595695,19.0,,,0.9153820927043789,0.2681555516917653
2018-01-04 12:33:17.595699,20.0,,,0.9173499510185802,0.2593448417876423
2018-01-04 12:33:17.595704,21.0,,,0.9101344703963328,0.28385142915051037
2018-01-04 12:33:17.595708,22.0,,,0.9071826829836774,0.2798134143448689
2018-01-04 12:33:17.595712,23.0,,,0.9035749428387195,0.2936252892584283
2018-01-04 12:33:17.595717,24.0,,,0.91243030517443,0.26870721906531086
2018-01-04 12:33:17.595721,25.0,,,0.9002951789035215,0.30372817104235755
2018-01-04 12:33:17.595725,26.0,,,0.9045588719567224,0.2902006749521908
2018-01-04 12:33:17.595729,27.0,,,0.9075106594671223,0.2836095331809137
2018-01-04 12:33:17.595734,28.0,,,0.9130862581022218,0.2619169400867457
2018-01-04 12:33:17.595738,29.0,,,0.9121023287887298,0.2730992679548639
2018-01-04 12:33:17.595742,30.0,,,0.9098064941474749,0.28588530477948876
2018-01-04 12:33:17.595747,31.0,,,0.9048868485183629,0.28891325480783914
2018-01-04 12:33:17.595751,32.0,,,0.8960314859480653,0.30036559786003664
2018-01-04 12:33:17.595756,33.0,,,0.9084945884873805,0.27827862349347077
2018-01-04 12:33:17.595760,34.0,,,0.9166939981103374,0.25946937904626904
2018-01-04 12:33:17.595764,35.0,,,0.91866185658093,0.25829170140409985
2018-01-04 12:33:17.595768,36.0,,,0.9180059037508829,0.2631331923732057
2018-01-04 12:33:17.595772,37.0,,,0.9193178093327816,0.25347211705774275
2018-01-04 12:33:17.595777,38.0,,,0.9124303052135279,0.2693063260766865
2018-01-04 12:33:17.595781,39.0,,,0.903902919146224,0.2936593309685065
2018-01-04 12:33:17.595785,40.0,,,0.9134142343706285,0.2670313898814862
2018-01-04 12:33:17.595789,41.0,,,0.9209576911439893,0.2518640827813982
2018-01-04 12:33:17.595794,42.0,,,0.9163660218028328,0.269546239287707
2018-01-04 12:33:17.595798,43.0,,,0.9042308955319243,0.29543423636032345
2018-01-04 12:33:17.595803,44.0,,,0.9052148247672206,0.29078747106794844
2018-01-04 12:33:17.595807,45.0,,,0.8986552969945693,0.29768192601931137
2018-01-04 12:33:17.595811,46.0,,,0.9157100690118835,0.26980743849715394
2018-01-04 12:33:17.595816,47.0,,,0.919645785698933,0.255301175742276
2018-01-04 12:33:17.595820,48.0,,,0.9088225649903743,0.27812575763192243
2018-01-04 12:33:17.595824,49.0,,,0.9052148247476717,0.27702827780471156
2018-01-04 12:33:17.595828,50.0,,,0.8999672026155658,0.29156224808367637
2018-01-04 12:33:17.595833,51.0,,,0.907182683081422,0.2682297416458993
2018-01-04 12:33:17.595837,52.0,,,0.9196457857184819,0.25047161524199624
2018-01-04 12:33:17.595841,53.0,,,0.9114463759977804,0.2575501873233976
2018-01-04 12:33:17.595845,54.0,,,0.9153820927239278,0.26308469527586437
2018-01-04 12:33:17.595850,55.0,,,0.9193178092936838,0.2585034684964421
2018-01-04 12:33:17.595854,56.0,,,0.9258773370272373,0.2439175911343031
2018-01-04 12:33:17.595858,57.0,,,0.914398163566827,0.27160077427949775
2018-01-04 12:33:17.595862,58.0,,,0.9048868483424226,0.27283245889074725
2018-01-04 12:33:17.595867,59.0,,,0.9163660217832839,0.25323412654125405
2018-01-04 12:33:17.595871,60.0,,,0.9248934080265279,0.24566696587645762
2018-01-04 12:33:17.595876,61.0,,,0.9193178091959392,0.2558516260589604
2018-01-04 12:33:17.595880,62.0,,,0.9121023288669254,0.2659505287734514
