,acc,name
33,0.8970004761149024,fc_nn_final_1_12_trial_12.h5
34,0.8927154419933344,fc_nn_final_1_130_trial_130.h5
35,0.8841453737501984,fc_nn_final_1_131_trial_131.h5
36,0.8835105538803365,fc_nn_final_1_132_trial_132.h5
37,0.8893826376765592,fc_nn_final_1_133_trial_133.h5
38,0.8911283923186796,fc_nn_final_1_134_trial_134.h5
39,0.8931915568957308,fc_nn_final_1_135_trial_135.h5
40,0.8838279638152674,fc_nn_final_1_136_trial_136.h5
41,0.8857324234248531,fc_nn_final_1_137_trial_137.h5
42,0.8816060942707507,fc_nn_final_1_138_trial_138.h5
43,0.887636883034439,fc_nn_final_1_139_trial_139.h5
44,0.8804951594984923,fc_nn_final_1_13_trial_13.h5
45,0.8931915568957308,fc_nn_final_1_140_trial_140.h5
46,0.8947786065703857,fc_nn_final_1_141_trial_141.h5
47,0.8923980320584034,fc_nn_final_1_142_trial_142.h5
48,0.879066814791303,fc_nn_final_1_143_trial_143.h5
49,0.8939850817330582,fc_nn_final_1_144_trial_144.h5
50,0.8852563085224567,fc_nn_final_1_145_trial_145.h5
51,0.8990636406919537,fc_nn_final_1_146_trial_146.h5
52,0.8963656562450405,fc_nn_final_1_147_trial_147.h5
53,0.8879542929693699,fc_nn_final_1_148_trial_148.h5
54,0.8822409141406126,fc_nn_final_1_149_trial_149.h5
55,0.8979527059196953,fc_nn_final_1_14_trial_14.h5
56,0.8909696873512141,fc_nn_final_1_150_trial_150.h5
57,0.8827170290430091,fc_nn_final_1_151_trial_151.h5
58,0.8996984605618156,fc_nn_final_1_152_trial_152.h5
59,0.8897000476114902,fc_nn_final_1_153_trial_153.h5
60,0.8917632121885415,fc_nn_final_1_154_trial_154.h5
61,0.8954134264402476,fc_nn_final_1_155_trial_155.h5
62,0.8971591810823679,fc_nn_final_1_156_trial_156.h5
63,0.8943024916679893,fc_nn_final_1_157_trial_157.h5
64,0.8649420726868751,fc_nn_final_1_158_trial_158.h5
65,0.8946199016029202,fc_nn_final_1_159_trial_159.h5
66,0.8784319949214411,fc_nn_final_1_15_trial_15.h5
67,0.8973178860498333,fc_nn_final_1_160_trial_160.h5
68,0.8854150134899222,fc_nn_final_1_161_trial_161.h5
69,0.8797016346611649,fc_nn_final_1_162_trial_162.h5
70,0.9011268052690049,fc_nn_final_1_163_trial_163.h5
71,0.8868433581971116,fc_nn_final_1_164_trial_164.h5
72,0.8908109823837486,fc_nn_final_1_165_trial_165.h5
73,0.8946199016029202,fc_nn_final_1_166_trial_166.h5
74,0.9003332804316775,fc_nn_final_1_167_trial_167.h5
75,0.8762101253769243,fc_nn_final_1_168_trial_168.h5
76,0.8982701158546262,fc_nn_final_1_169_trial_169.h5
77,0.8925567370258689,fc_nn_final_1_16_trial_16.h5
78,0.8870020631645771,fc_nn_final_1_170_trial_170.h5
79,0.8923980320584034,fc_nn_final_1_171_trial_171.h5
80,0.8849388985875258,fc_nn_final_1_172_trial_172.h5
81,0.887636883034439,fc_nn_final_1_173_trial_173.h5
82,0.8970004761149024,fc_nn_final_1_174_trial_174.h5
83,0.8736708458974766,fc_nn_final_1_175_trial_175.h5
84,0.8811299793683542,fc_nn_final_1_176_trial_176.h5
85,0.8993810506268847,fc_nn_final_1_177_trial_177.h5
86,0.8895413426440247,fc_nn_final_1_178_trial_178.h5
87,0.8960482463101095,fc_nn_final_1_179_trial_179.h5
88,0.8770036502142518,fc_nn_final_1_17_trial_17.h5
89,0.900174575464212,fc_nn_final_1_180_trial_180.h5
90,0.8827170290430091,fc_nn_final_1_181_trial_181.h5
91,0.8944611966354546,fc_nn_final_1_182_trial_182.h5
92,0.8844627836851293,fc_nn_final_1_183_trial_183.h5
93,0.8847801936200603,fc_nn_final_1_184_trial_184.h5
94,0.8973178860498333,fc_nn_final_1_185_trial_185.h5
95,0.8817647992382162,fc_nn_final_1_186_trial_186.h5
96,0.8879542929693699,fc_nn_final_1_187_trial_187.h5
97,0.8838279638152674,fc_nn_final_1_188_trial_188.h5
98,0.8970004761149024,fc_nn_final_1_189_trial_189.h5
99,0.9028725599111252,fc_nn_final_1_18_trial_18.h5
100,0.8792255197587685,fc_nn_final_1_190_trial_190.h5
101,0.8992223456594192,fc_nn_final_1_191_trial_191.h5
102,0.8941437867005237,fc_nn_final_1_192_trial_192.h5
103,0.8971591810823679,fc_nn_final_1_193_trial_193.h5
104,0.8952547214727821,fc_nn_final_1_194_trial_194.h5
105,0.8803364545310268,fc_nn_final_1_195_trial_195.h5
106,0.8635137279796857,fc_nn_final_1_196_trial_196.h5
107,0.900809395334074,fc_nn_final_1_197_trial_197.h5
108,0.8882717029043009,fc_nn_final_1_198_trial_198.h5
109,0.8719250912553563,fc_nn_final_1_199_trial_199.h5
110,0.9000158704967466,fc_nn_final_1_19_trial_19.h5
111,0.8957308363751786,fc_nn_final_1_1_trial_1.h5
112,0.8879542929693699,fc_nn_final_1_20_trial_20.h5
113,0.8993810506268847,fc_nn_final_1_21_trial_21.h5
114,0.8938263767655927,fc_nn_final_1_22_trial_22.h5
115,0.9000158704967466,fc_nn_final_1_23_trial_23.h5
116,0.9009681003015394,fc_nn_final_1_24_trial_24.h5
117,0.8858911283923186,fc_nn_final_1_25_trial_25.h5
118,0.8874781780669735,fc_nn_final_1_26_trial_26.h5
119,0.8950960165053167,fc_nn_final_1_27_trial_27.h5
120,0.8977940009522298,fc_nn_final_1_28_trial_28.h5
121,0.8812886843358197,fc_nn_final_1_29_trial_29.h5
122,0.8782732899539756,fc_nn_final_1_2_trial_2.h5
123,0.900809395334074,fc_nn_final_1_30_trial_30.h5
124,0.8971591810823679,fc_nn_final_1_31_trial_31.h5
125,0.8866846532296461,fc_nn_final_1_32_trial_32.h5
126,0.8882717029043009,fc_nn_final_1_33_trial_33.h5
127,0.8770036502142518,fc_nn_final_1_34_trial_34.h5
128,0.8898587525789557,fc_nn_final_1_35_trial_35.h5
129,0.887636883034439,fc_nn_final_1_36_trial_36.h5
130,0.8898587525789557,fc_nn_final_1_37_trial_37.h5
131,0.8947786065703857,fc_nn_final_1_38_trial_38.h5
132,0.900809395334074,fc_nn_final_1_39_trial_39.h5
133,0.8941437867005237,fc_nn_final_1_3_trial_3.h5
134,0.88303443897794,fc_nn_final_1_40_trial_40.h5
135,0.8804951594984923,fc_nn_final_1_41_trial_41.h5
136,0.8985875257895573,fc_nn_final_1_42_trial_42.h5
137,0.9006506903666085,fc_nn_final_1_43_trial_43.h5
138,0.8793842247262339,fc_nn_final_1_44_trial_44.h5
139,0.8939850817330582,fc_nn_final_1_45_trial_45.h5
140,0.88303443897794,fc_nn_final_1_46_trial_46.h5
141,0.8852563085224567,fc_nn_final_1_47_trial_47.h5
142,0.8927154419933344,fc_nn_final_1_48_trial_48.h5
143,0.8925567370258689,fc_nn_final_1_49_trial_49.h5
144,0.8903348674813522,fc_nn_final_1_4_trial_4.h5
145,0.8801777495635613,fc_nn_final_1_50_trial_50.h5
146,0.8812886843358197,fc_nn_final_1_51_trial_51.h5
147,0.8692271068084431,fc_nn_final_1_52_trial_52.h5
148,0.8911283923186796,fc_nn_final_1_53_trial_53.h5
149,0.8806538644659578,fc_nn_final_1_54_trial_54.h5
150,0.8914458022536106,fc_nn_final_1_55_trial_55.h5
151,0.8809712744008887,fc_nn_final_1_56_trial_56.h5
152,0.8989049357244882,fc_nn_final_1_57_trial_57.h5
153,0.8785906998889065,fc_nn_final_1_58_trial_58.h5
154,0.8900174575464213,fc_nn_final_1_59_trial_59.h5
155,0.8904935724488177,fc_nn_final_1_5_trial_5.h5
156,0.8943024916679893,fc_nn_final_1_60_trial_60.h5
157,0.8947786065703857,fc_nn_final_1_61_trial_61.h5
158,0.8884304078717664,fc_nn_final_1_62_trial_62.h5
159,0.8782732899539756,fc_nn_final_1_63_trial_63.h5
160,0.8858911283923186,fc_nn_final_1_64_trial_64.h5
161,0.8511347405173781,fc_nn_final_1_65_trial_65.h5
162,0.883351848912871,fc_nn_final_1_66_trial_66.h5
163,0.895889541342644,fc_nn_final_1_67_trial_67.h5
164,0.8904935724488177,fc_nn_final_1_68_trial_68.h5
165,0.8854150134899222,fc_nn_final_1_69_trial_69.h5
166,0.8768449452467862,fc_nn_final_1_6_trial_6.h5
167,0.8887478178066973,fc_nn_final_1_70_trial_70.h5
168,0.8933502618631963,fc_nn_final_1_71_trial_71.h5
169,0.8841453737501984,fc_nn_final_1_72_trial_72.h5
170,0.8979527059196953,fc_nn_final_1_73_trial_73.h5
171,0.8946199016029202,fc_nn_final_1_74_trial_74.h5
172,0.8925567370258689,fc_nn_final_1_75_trial_75.h5
173,0.8852563085224567,fc_nn_final_1_76_trial_76.h5
174,0.8785906998889065,fc_nn_final_1_77_trial_77.h5
175,0.8850976035549912,fc_nn_final_1_78_trial_78.h5
176,0.8814473893032851,fc_nn_final_1_79_trial_79.h5
177,0.8971591810823679,fc_nn_final_1_7_trial_7.h5
178,0.8860498333597842,fc_nn_final_1_80_trial_80.h5
179,0.8903348674813522,fc_nn_final_1_81_trial_81.h5
180,0.8931915568957308,fc_nn_final_1_82_trial_82.h5
181,0.8798603396286304,fc_nn_final_1_83_trial_83.h5
182,0.8882717029043009,fc_nn_final_1_84_trial_84.h5
183,0.891604507221076,fc_nn_final_1_85_trial_85.h5
184,0.8827170290430091,fc_nn_final_1_86_trial_86.h5
185,0.883351848912871,fc_nn_final_1_87_trial_87.h5
186,0.8947786065703857,fc_nn_final_1_88_trial_88.h5
187,0.8990636406919537,fc_nn_final_1_89_trial_89.h5
188,0.8966830661799714,fc_nn_final_1_8_trial_8.h5
189,0.9003332804316775,fc_nn_final_1_90_trial_90.h5
190,0.8857324234248531,fc_nn_final_1_91_trial_91.h5
191,0.8925567370258689,fc_nn_final_1_92_trial_92.h5
192,0.8982701158546262,fc_nn_final_1_93_trial_93.h5
193,0.8977940009522298,fc_nn_final_1_94_trial_94.h5
194,0.9014442152039359,fc_nn_final_1_95_trial_95.h5
195,0.8893826376765592,fc_nn_final_1_96_trial_96.h5
196,0.8912870972861451,fc_nn_final_1_97_trial_97.h5
197,0.878749404856372,fc_nn_final_1_98_trial_98.h5
198,0.8938263767655927,fc_nn_final_1_99_trial_99.h5
199,0.9017616251388668,fc_nn_final_1_9_trial_9.h5
